ID;Вода,г;белки,г;жиры,г;НЖК,г;ПНЖК,г;Холестерин,г;Моно-дисахариды,г;Крахмал,г;Углеводы,г;Пищ.волокна,г;Орг.кислоты,г;Зола,г;Na (натрий),мг;K (калий),мг;Ca (кальций),мг;Mg (магний),мг;P,мг;Fe (железо),мг;A,мкг;Бета-каротин,мкг;Ретиноловый эквивалент,мкг;Токоферолэквивалент,мкг;B1,мг;B2,мг;PP,мг;Ниациновый эквивалент,мкг;C,мкг;Алкоголь,%;ЭЦ,ккал
54-501-044-01;9346,502524;1005587,427;1125061,983;971366,0074;97,5;9499,168878;412311,2346;1185802,331;215664,6547;274600,9896;1330612,601;1461108,065;80704,49751;40460,7256;30745,35107;46564,66445;31414,30289;687723,9676;4047,742124;4899,300834;26473,85476;1175171,545;10700591,95;9159839,021;955741,0137;539228,4705;73027,95825;2233,333333;13271,9417
54-501-041-01;6468,899379;521889,4845;808575,0912;711580,4184;460,4281346;18729,53434;240600,9806;738438,4129;119049,2832;223523,0556;1023953,56;1070419,203;42917,75041;61317,82586;20616,62337;35080,96368;16736,93177;677884,8543;7319,980725;6813,377219;21735,00507;881761,6201;8607875,997;6806381,894;940750,2625;437619,6124;151386,8916;16644,81709;8214,492362
54-501-047-01;4335,005058;711097,1284;286974,3732;459352,7063;0;14058,45265;160734,9951;186031,5846;49827,1844;176609,3222;342485,7842;1254240,649;73144,65016;82001,5099;21182,21354;43273,636;19775,94323;402178,9509;5605,709352;3297,41768;17151,94727;368218,4842;3030089,885;3039486,628;322576,673;188337,5165;23176,01121;0;5241,938717
54-501-045-01;4944,854963;866817,6267;785922,4473;616067,5936;77,15387823;11025,09206;476473,635;812608,8087;265653,0818;298085,2074;511353,4152;1526759,822;75301,46532;82590,63709;28494,86989;44367,54369;24471,65777;392635,7042;5380,698217;2585,204901;10911,56462;957685,4574;7580642,399;5702608,532;476213,898;303229,735;22615,85461;6700;10168,13263
54-102-037-01;3455,770296;428482,659;477852,8831;418800,5675;448,6345566;6428,79289;199008,7725;412028,5635;100819,1466;117595,7165;513374,1706;719673,0552;31715,92615;35327,1086;15164,46745;22481,73848;13026,65361;289973,389;3312,410292;2471,454247;10198,11254;577555,7639;4000746,979;3965175,114;446390,641;239463,5092;26303,80797;8953,453453;5665,791487
54-501-045-02;9391,811221;855586,3762;993915,9479;646183,2244;550,3125457;14955,84924;340873,5179;829307,4271;190640,9171;390478,041;677894,5613;1383168,513;82506,64964;66005,61429;30643,35749;52221,84543;28000,01554;600893,5472;6536,473028;4069,455453;20181,6292;1077122,914;10191022,82;8307361,372;713045,7274;482900,7962;67675,76745;17161,45833;9451,686973
54-102-051-01;14525,44344;1481566,382;1207156,534;1106597,177;9431,5;12125,89347;248636,3402;806764,2293;139703,0312;292472,9109;1609471,134;2185358,829;141653,6562;87705,8346;40239,61867;79801,61489;43971,52611;1399360,276;5613,742037;12687,87619;43648,90717;1327963,137;12545957,03;11082739,77;1499681,057;717883,1626;97985,83482;0;13037,6332
54-501-040-02;5920,492948;1370229,548;643014,9863;518790,2126;903,7919859;11382,7818;156878,9439;593622,9396;83472,20489;365276,4829;1165539,924;1682372,225;123105,4416;42650,32406;32465,66896;60420,16235;38778,0249;902880,2508;5226,997142;3946,522643;18743,53077;861011,4126;8349392,617;6438664,795;888553,5131;405123,3503;70409,44861;29228,125;9482,510001
54-501-009-01;16755,616;1650309,743;1401343,539;1617577,744;2904,163407;25178,20634;679335,447;1398519,669;287660,1786;762286,0318;1938512,172;2483411,819;146042,806;91447,38568;58103,89093;90899,50855;49285,68123;1199919,331;9859,041324;9409,076168;48959,72088;2283843,961;19204216,36;16003015,01;1373700,132;877663,8253;137053,1307;0;19386,4643
54-102-072-01;5657,800757;777295,056;568961,8317;185266,7994;1828,528496;3699,276515;84083,36378;261699,5548;52832,52076;170589,2439;623138,9676;1104622,578;75142,67992;38405,13147;19587,29114;35950,52897;23989,86194;450047,4724;1974,764686;1971,792117;9914,549056;612076,5453;5086640,893;3934201,761;512556,0796;286054,2031;34796,5199;45872,94209;5280,236027
54-501-050-01;4674,674051;781917,4653;689563,9056;536541,4076;968,5606061;8050,363001;216547,8058;376682,5724;81148,26505;210757,2189;888839,8615;913255,8113;69033,23015;9362,358333;23771,47808;36152,62377;24112,77405;435607,8054;4018,726136;3647,886558;18250,35233;685026,7914;5632642,841;5323545,475;508942,6066;300848,9626;29118,61417;0;7270,00583
54-102-126-01;5302,320911;524158,3909;916802,0812;751703,9919;7167,019044;21553,19309;278916,4798;1013164,321;101991,1904;462480,1064;1243137,5;721528,4056;46411,86116;10900,36869;24742,34359;37852,27531;17867,97828;703178,7261;7274,484167;4470,60801;22777,74311;1261796,739;11821786,07;10907128,29;1059451,937;555157,3184;86328,72635;80833,33333;8677,431084
54-102-033-02;6309,763199;994161,9569;1094038,268;701120,7397;806,6198063;13090,93361;253870,8804;1024090,783;107270,1707;465791,4531;1223066,239;1530797,099;79287,30552;68439,53596;31814,85719;51312,65907;28919,48518;874581,9966;5383,642201;5488,063884;31226,2028;1193830,877;10825889,14;8989762,065;1174758,338;612749,713;67239,38408;33462,16216;11425,42555
54-501-040-01;16372,73818;845383,2503;1406192,833;1128261,201;5421,477557;12442,58262;821071,303;1708101,312;409129,5092;309007,8518;1325981,941;1658250,405;46119,98678;62390,03627;34687,21292;38160,29411;29254,57654;519004,7189;4809,290979;6801,671248;28981,04203;1320269,646;10909840,25;9787201,375;1145760,793;687812,6486;58648,51918;16624,69697;18031,32392
54-501-049-01;32486,3239;2333371,342;3223949,534;2351013,194;7378,867036;35360,29167;624296,7972;2736034,878;337389,7567;812892,9125;2888287,822;3328527,787;203115,6018;77425,46978;71241,64455;120331,1354;80345,31778;2298916,893;8367,906848;13202,76699;64519,62606;3055781,539;27919475,59;24747547,74;3099113,119;1614154,708;332773,9365;102233,3333;29067,70132
54-102-206-02;6928,561633;1145269,091;839695,9243;1020117,185;18705,67827;26971,48397;746697,7297;1286506,696;370458,0655;251352,9123;1062606,268;1925450,437;76558,96398;64764,1295;35379,75905;45049,79093;31615,35644;705411,3946;15904,9585;8046,29232;26265,09511;1183917,96;8681314,788;7204578,198;885707,7061;467225,6757;83417,09104;28600;16627,76459
54-501-039-03;5691,764823;551467,6;1000710,983;684826,8981;967,8103345;18171,38705;342005,5798;1116404,288;174034,1507;485224,059;1167011,151;820942,0674;43820,32397;17879,51406;23721,16678;34274,94544;19767,91445;608568,0879;8439,321987;4079,178735;21366,7573;1373612,693;11130922,04;7956203,025;942819,164;519069,7325;112319,3293;42900;9030,944961
54-102-167-02;11055,95603;579811,766;1731197,459;1292400,404;1903,017026;21086,84014;573093,451;1498141,401;284937,286;463158,9631;1734729,731;1065521,515;34281,07451;18921,47781;32294,07081;43054,23554;26363,59556;1163875,17;9163,270997;9470,498545;38508,0504;1830846,673;15518140,33;15907440,11;1699704,452;919679,7658;179610,1251;42900;14755,31332
54-501-009-02;4633,481326;143194,9841;320323,7802;428877,9751;1070,984848;5421,736758;152464,734;255869,2313;55659,2383;139953,7673;510587,5779;1354910,884;9672,181037;4303,761071;9801,62493;12379,98202;5969,710647;163292,7595;1905,546058;2861,533635;14749,31954;306985,0981;3411264,581;3647025,484;289768,4561;181413,366;15626,82314;20,12012012;6221,286593
54-102-156-02;4021,685071;1255120,638;448809,575;382324,6821;1073,848745;5307,17474;145730,4762;308500,8834;56403,57699;162479,9506;340689,7015;1414549,955;119915,3658;23967,13736;29374,26746;53979,87716;34160,10368;832735,5253;2269,290563;3585,516778;12470,18149;583585,1808;4945238,494;6085511,891;546763,2123;288262,9834;49087,35458;91,36363636;7575,844637
54-601-023-01;7299,065867;644358,9049;1268095,63;849683,253;4592,513238;19840,33441;507722,7471;1542125,281;241921,3943;321222,9347;1912921,253;1215624,38;43423,96688;18466,0992;28194,00386;38036,5227;21207,41689;1061470,495;9024,914843;10605,17075;29616,37704;1354670,527;11805069,73;10465173,06;1365472,409;610477,9144;96926,86399;16533,33333;14073,58336
54-102-054-02;7400,974257;1113184,326;1517351,042;742754,4481;3134,022873;10116,47953;452658,8953;1476852,482;229325,2266;435364,2191;1065319,267;1845977,455;84258,83468;64391,11678;34018,34334;54513,9662;35052,67498;889840,885;6056,552101;5578,705333;29179,16485;1656655,681;12933746,26;11334112,19;1264781,715;781517,7738;42222,70252;108879,9053;14893,85604
54-501-008-02;5433,624532;784639,1685;479020,8776;614062,8366;5031,18202;14803,80679;295132,1485;360926,9331;175272,2225;174692,9521;756366,8725;1117648,404;71884,03555;40680,32148;24008,67119;41712,1108;22254,23439;675644,4402;8932,029146;2808,302591;16292,88067;615387,4135;7180849,786;6598599,883;673740,6877;348845,5026;55837,31787;14928,125;6533,105949
54-102-203-01;9108,882493;999597,5646;1099599,861;860901,6118;1479,401244;17697,76304;303590,1476;1022037,104;153964,8191;413238,2273;1366287,276;1755465,098;96727,36078;85573,4979;33392,16944;60319,58542;32709,94879;1110477,793;6835,811026;7762,383631;28282,43079;1324804,325;11826702,21;9499616,432;1333473,7;692138,2742;90764,19419;42900;12143,1973
54-501-007-01;4244,256389;1553673,788;647267,4158;610422,7785;43,31651376;3685,202754;704603,9365;926178,1929;350182,6919;137684,1712;775133,5405;2019304,016;120594,7374;24601,03358;38301,6401;48897,8209;43142,88847;520743,4193;2132,945525;3019,884588;13387,79247;498766,7484;4189064,639;3602089,491;550453,8732;352569,1688;47725,62735;14300;16055,38486
54-501-005-02;5111,385654;794274,8601;656117,3796;483225,4557;1629,744911;4321,786882;187123,2991;576708,7996;117203,3654;135388,0317;681334,7559;1274162,139;73889,23875;63712,73434;21971,85355;40687,99582;22042,47098;498948,0191;1837,745459;3851,672178;16915,21231;588154,9926;6602165,191;5219209,066;639102,8377;368901,4118;37024,32705;648,2451201;7291,254655
54-501-039-01;5833,165705;1623309,473;406996,945;360530,8435;3124,070336;7234,033979;128507,0173;278327,4036;59045,49644;173849,3374;557293,8493;2296303,463;165387,5451;88903,64756;36512,79913;71590,29662;43160,82895;653718,1593;3813,939874;2442,270107;10690,85088;590893,1152;4732572,364;3966897,378;429903,7408;223410,2512;49236,17829;9024,69697;8695,597525
54-102-139-01;7957,907572;1379021,873;530676,576;567292,1825;849,588685;22854,79656;353386,1265;670133,7968;203281,3092;84647,892;1486444,845;2146158,053;127743,4236;86408,43521;32289,97742;61779,59383;37129,23885;1363380,289;11817,16497;2745,777414;23234,86625;470612,8978;6229916,838;3847493,163;1319760,648;367992,2011;92265,20521;0;12822,23222
54-501-006-02;7865,77136;2291916,953;337346,2482;903009,8805;932,1307275;3230,764127;1768473,184;1597987,433;859343,338;197452,2108;691042,819;3303583,613;154164,8583;48755,5398;63228,55975;60897,12857;60348,23667;511219,0726;2510,795343;1604,961109;6742,066291;289769,2671;2076755,248;1950256,069;396205,2754;341423,1255;19387,41948;2324,69697;27786,07319
54-102-162-01;3664,157727;472417,6407;361456,7788;492238,3673;1028,225049;9215,935635;340236,59;405034,2894;174788,3207;94722,53604;704560,3048;854021,4415;33344,75879;35774,98416;16977,76314;22584,78783;13981,23674;445499,8003;3800,791217;5019,257282;15596,39685;437231,6717;4205664,58;3189101,964;502071,3053;232921,3221;57825,05978;20,12012012;7324,983111
54-501-006-01;12293,31871;784358,7708;751919,384;949967,2175;714,2387944;19546,20021;840073,04;1100314,015;445590,789;288073,5865;1567469,775;1541905,393;46428,37466;62273,37725;33879,57458;37608,2718;23920,86778;857574,4326;10034,21297;4859,529858;20260,8872;1057739,641;9500897,499;7675683,993;1010778,574;527706,5608;77451,89828;91,36363636;15940,50459
54-102-181-01;4375,126368;161562,8039;413971,3886;528290,3718;3548,464276;17674,43856;143909,5808;221278,3507;50545,30599;148309,1629;817197,5326;504871,7247;9769,671133;34095,3125;11478,09919;19631,64921;6207,96167;732798,2096;8727,154581;4932,46255;17979,66279;573852,2855;5800216,992;4498260,207;879255,118;326542,761;67512,43293;1360,74512;4771,085545
54-101-076-01;5668,695917;402957,3695;730365,6728;534308,5084;446,6666667;9369,291039;315724,1762;707435,7905;171425,4555;128332,4076;935611,9837;727839,8491;25812,03535;15389,81085;15006,43413;19177,5522;13020,59769;598690,2221;3261,053225;5461,918182;19792,15609;663729,1366;6216647,074;4554862,992;950820,1204;432058,7473;82430,48141;0;9200,682381
54-101-012-01;2877,162351;435939,3857;238843,1887;341817,8546;3668,161245;3660,769385;299611,2818;431350,1981;142237,9354;72704,90436;259704,8544;681124,7208;28724,75716;16049,82382;13639,23161;16096,4533;12455,78675;200896,4816;1328,095996;1419,382309;6166,685954;249924,6457;2277636,207;2328590,047;276062,1125;176065,5575;14897,91693;6700;6068,003096
54-701-001-01;12708,65592;276919,7303;1005482,016;1108459,092;1061,661245;26222,31716;199752,6403;976647,383;70235,01788;238622,2365;1198624,9;732320,7136;23948,09679;37081,04694;16600,14488;28265,44673;11606,6016;612416,4292;15668,07756;9980,171116;40315,13432;1283090,442;11332655,72;9704714,571;1102736,002;600376,0232;92032,5633;7328,125;7707,124375
54-501-005-01;4355,944593;833319,2626;788121,1752;802896,0371;130,9415723;10144,58545;143643,267;815917,777;95870,94705;124662,1645;635455,2271;957978,3074;71439,62373;7549,303171;19035,66984;34641,55646;23421,02559;548822,0563;5632,299137;4682,07632;20191,1401;683098,7553;7101442,601;5820827,033;700994,6577;428745,3368;39029,73606;6700;7541,268633
54-504-011-01;8846,545149;1436025,195;1181476,135;1081743,93;7043,821605;15788,38012;222364,8519;808394,9789;100070,182;289849,9997;1339153,594;2116670,522;136772,7869;87942,59601;39643,55209;74781,39692;46713,76992;1110331,188;7368,180758;8443,124131;37901,34079;1083858,798;11268050,47;9447126,434;1121170,291;575034,3055;107496,6475;20,12012012;12323,45473
54-501-004-01;11520,54898;1144364,457;872942,5949;1082957,73;3528,216228;11971,20502;737288,8954;1299658,221;370163,118;149697,4294;1071149,855;1798638,52;76748,86409;41252,76419;35142,21879;42402,65663;32723,1244;710912,0241;4801,415844;5886,524763;29557,7254;840614,7379;8706683,223;7207708,252;1052768,905;553320,0225;100382,2234;91,36363636;17098,00989
54-504-014-01;9953,192695;1378218,768;1035294,289;767854,9474;2860;11476,17891;263543,2759;758257,2649;101545,5224;403730,6793;1292842,555;1903043,339;132670,9761;69096,0769;40029,88344;71916,74072;40786,10313;874316,7032;4812,058651;7542,913944;31590,13021;1203214,742;11191153,52;9520538,657;994530,4025;519424,3417;88107,83052;42900;11147,5345
54-501-003-02;8472,249413;985185,1551;518418,2876;482494,0828;15805,57596;6996,117;115224,395;653878,1366;63505,45075;622192,0452;944034,51;1535266,932;76451,60752;82832,61729;21486,90848;42152,22831;20012,00749;523471,3217;4404,823551;5729,425711;24509,14302;868942,3849;7770543,478;6195890,211;668544,5625;391540,1065;24635,83643;83333,33333;8414,907981
54-504-015-01;6949,167315;599193,7778;1141055,687;854350,7903;985,1856344;26136,45471;504818,1359;1158350,01;251185,501;490820,9022;1370025,676;1051340,019;37996,57192;36406,68219;29406,46286;38601,66219;20592,97435;843348,8966;11728,88738;5821,090554;24701,22824;1535124,495;12757327,98;9946333,806;1211737,555;658851,1875;84900,31521;78600;12116,75594
54-504-006-01;9051,531156;1445507,537;1206973,302;957532,2826;2585,604655;37331,59303;289476,5054;1178023,604;166992,8381;384816,9458;1827037,72;1747173,915;136320,5156;26882,72367;39087,35084;70052,14174;40113,64836;1246270,389;18018,34192;9744,732339;36393,85552;1801974,023;12986573,46;10361604,55;1335483,589;630212,8427;202053,9051;6127,411787;14226,52481
54-504-017-01;4700,982484;454603,2688;547805,5957;584451,0974;97,5;8319,139421;260820,927;610215,4247;142626,4525;143449,2018;627640,8443;967111,1569;38973,64465;60310,50413;17739,84718;29155,31688;14500,84836;429188,8761;3563,728836;3728,82552;13372,02404;550736,8262;5647250,78;5793763,099;557486,7453;328045,8871;41482,47062;0;6462,891329
54-504-005-01;5780,458871;909243,6061;996249,3985;1229959,229;8311,321605;8137,828137;1652732,761;2146776,246;850798,0375;171285,6191;1110509,961;1832519,515;8956,949512;18146,58805;39817,44562;16506,08724;27577,79692;374916,5719;4785,516105;4895,845258;22691,04819;848331,4628;7270009,227;5680520,102;1046474,958;661109,3998;60096,39915;0;26724,40457
54-504-004-01;6805,563192;1374883,174;824765,8762;754122,8084;588,3934708;11908,45612;352686,4475;742396,6298;207662,3517;185085,1715;852526,6731;1638618,125;124415,4249;25607,40489;34758,00284;57659,81352;38282,09478;759878,4581;6816,092346;4923,354445;18245,27516;873907,3334;7468314,491;7384416,201;815261,1161;439602,5893;58972,52016;16624,69697;11189,71316
54-501-039-02;6011,697093;597359,6771;1000581,046;756041,8618;1131,467421;16304,19163;526968,2555;1146636,843;292470,4942;448828,4465;1220518,674;922068,0165;41146,29985;18191,58233;25613,00684;31001,73699;20631,9875;442813,989;7193,9705;5574,492853;24513,13795;1310776,42;10085734,88;6480120,28;803222,3624;487721,9833;96175,27077;0;10472,72956
54-504-001-01;18182,97641;1642784,574;1352409,988;1249473,81;5980,994579;40500,47399;591473,8784;1271820,728;294603,0586;460442,6358;2759220,696;2389756,526;142294,6624;46459,92482;52013,03077;89297,06416;48168,88934;2389048,321;22832,98128;21058,28303;47370,76498;1656917,794;19710653,77;15605672,89;2682977,975;967659,4461;272554,5262;100091,3636;19502,76242
54-501-038-02;5270,834457;856748,7484;948935,2847;971671,577;3282,651165;10899,67833;153432,4766;842060,3005;70371,9351;184415,1864;904977,4983;954193,8105;71037,80481;9008,029824;25832,89277;42172,19745;25382,51328;663030,3517;7033,005204;6442,910757;29783,1466;1142305,776;10751762,21;9823483,076;941521,6161;512670,9728;66901,27243;42,94294294;9445,099896
54-101-089-01;5530,259966;1179652,563;1130526,966;1167116,452;27735,866;13447,98335;1692432,406;2250819,245;828122,1649;313493,7748;1373640,994;2034709,143;38332,36591;7717,275549;44856,46821;26223,17573;34762,19657;657650,2632;6808,711391;4007,875597;13463,87974;918781,3113;8209169,495;6047996,265;1094636,251;620549,107;76933,72789;47758,0303;27759,31736
54-101-066-01;10981,45865;2349940,335;523096,7614;1069224,425;2205,28046;9100,662748;1675321,64;1787661,009;860042,5503;168812,9514;946932,9706;3730110,494;167694,1132;96022,49207;65732,60845;71259,99509;63543,27908;694044,1422;4047,330616;2329,507766;8380,687426;464663,8038;4650384,195;3740660,112;706457,054;451046,3439;58866,19752;4766,666667;29476,26127
54-101-040-01;4133,950158;346812,2707;448142,5942;350834,3594;5389,129072;7962,931994;104882,9525;210497,8898;46573,97487;118417,4566;490924,7343;453763,5373;32174,38399;8843,573538;11895,46402;20080,53958;11063,78917;372101,6829;3756,427682;3257,728916;11408,08962;449944,6693;3827957,407;4063418,989;451051,3334;209093,2366;39766,99547;14300;3692,240634
54-101-036-01;3484,205355;359230,7035;732027,4829;670526,6088;7878,649784;5841,79092;363144,87;628609,5795;180925,1798;184657,4905;731735,5902;679474,6662;13034,57421;15385,2197;16664,90354;17487,99236;12170,85369;499976,8142;2114,275097;3699,033928;19607,36296;752146,6997;6945919,256;6371472,036;775461,3431;463087,7395;54052,14747;20518,77542;8304,217125
54-101-030-01;2808,458808;435903,0295;547260,3323;385827,7296;0;3576,805892;302713,1841;591279,0839;150174,5396;136981,0596;440142,4054;683992,409;26404,20296;13033,74533;14624,21672;17506,68654;14182,8565;304495,8344;1452,191795;1430,367452;8758,30712;514304,8999;4350091,264;4230195,222;465886,22;272363,7942;62578,7205;45133,33333;7048,810825
54-101-073-01;4309,050573;82036,84733;220847,9422;340090,3759;32,5;7117,112011;76725,17951;130783,1639;20412,17712;107643,8118;353489,8953;644271,4213;11766,63277;76515,96289;9649,593441;19792,50328;3497,010227;267822,187;1485,610617;4096,943158;19774,2479;287286,1642;3575439,944;3041419,16;355259,0883;172395,1045;31217,6653;0;2475,096047
54-101-014-01;2814,164641;651058,4917;365242,9486;516413,6786;499,8883162;4111,597751;692785,9936;828456,6957;342745,8666;129010,1997;561872,5423;1119129,631;31311,83126;17772,28735;23220,93891;17437,8066;18598,10426;305706,2601;1465,429987;1158,586976;5485,504547;312293,5088;3481644,7;2672873,71;402445,0947;258756,5649;27201,49503;17894,07845;11907,22142
54-101-020-01;14136,9433;1010979,902;1029394,867;1090343,45;3891,51342;23158,98996;498442,0177;1016233,368;253533,8191;324491,4258;1376483,505;1672375,133;83646,27961;65241,83543;33366,29415;54140,54911;31799,87934;834403,4026;7306,56396;7324,104538;33177,87358;1065693,023;10956572,28;9531222,231;1075031,286;558677,9911;123610,0362;45133,33333;13291,53334
54-504-008-01;5831,04028;1589262,602;367281,1599;380256,1704;13,76146789;9522,6349;85256,09917;294444,1789;53287,2379;92871,59977;575424,3783;1746661,819;156506,5604;26443,0643;30615,92018;61335,73263;41482,52263;805932,7269;3272,651041;1911,906443;11404,42972;301348,7171;3837662,935;3062969,102;574496,7348;199400,5872;39301,76815;8933,333333;8461,881143
54-504-033-01;9197,170835;1057861,575;1367428,292;951519,4434;3031,084082;12789,40371;446204,809;1116997,696;226061,1014;341855,0923;1629610,825;1553685,222;82603,84663;40425,38988;33931,67985;51427,31044;32225,38556;940235,6958;6369,092244;8500,976865;33143,93965;1448161,185;12466740,62;10709232,42;1325788,72;711411,5107;110206,4706;47666,66667;14946,611
54-504-012-01;7717,655002;867356,4704;852956,7503;730613,0114;4426,558799;16624,98937;176833,7538;599321,1137;79781,56967;317205,0693;1212638,082;1500825,082;84981,19083;82892,62562;29140,8991;55795,9577;26582,02541;826183,7779;7315,127234;6205,482041;24496,27152;1064901,31;9571912,312;8949254,744;987107,8027;516757,9189;87844,83863;42900;8677,396228
54-504-010-01;6272,154862;904757,712;565907,3873;704799,8963;3131,928135;11990,66512;423786,4594;768465,8597;193983,9443;242027,6233;783413,931;1531877,473;77895,91701;64059,30186;27732,5427;43628,52586;25508,90107;644946,1308;5076,582148;5049,589649;13483,75062;682333,3918;6386598,188;5523561,425;771657,8856;366245,4077;87136,0466;11466,66667;10383,15602
54-501-062-01;6222,173813;941579,8461;1443148,535;835577,9584;481,149784;5369,151881;180330,6334;1098282,767;86246,13166;305970,8056;929004,8146;1218728,21;86002,99875;20785,4284;26746,90051;45079,58486;31954,66133;634894,0848;888,0820684;4340,871477;25324,84984;1121694,893;10412008,7;9209215,985;970716,2561;621082,3482;50730,44947;43011,48376;10636,208
54-504-013-01;9115,580937;874856,7243;1069781,154;886718,9411;5522,619806;17969,61837;228947,654;641039,6413;82346,41277;313181,8425;1127702,634;1270872,209;82197,82622;39491,86546;29654,19864;50059,75535;26787,00689;868434,6698;9884,594952;7073,02529;23948,125;1109666,978;10682414,71;9895409,852;1073397,718;510569,266;117444,5306;45133,33333;8792,32276
54-504-029-01;5214,955972;802283,0172;521882,9001;315874,8545;2652,572545;3609,329455;202430,5458;335412,1981;105255,2182;128625,5662;517112,532;1331931,973;75334,49377;65389,4036;22524,01153;39188,75207;23817,75252;477523,6391;1913,20241;2198,281834;10340,88258;524971,4516;3884449,081;3947126,052;513032,9843;284223,0755;30709,54607;16553,45345;6809,268186
54-504-027-01;8028,726344;1607557,917;716963,089;940494,9393;6229,240617;16776,78578;875036,9887;1174797,224;446804,9086;211832,8999;1146638,905;2145520,472;123665,7567;26341,26489;43596,35248;58321,31548;43438,78563;951503,687;8943,137354;6284,392962;17582,54228;834218,4309;8028352,282;6107261,085;1008607,882;456832,3756;91689,01501;2881,578453;18090,99351
54-501-061-01;7118,543111;1429556,709;655814,7673;618875,1251;1951,674388;8455,603972;418473,3395;728352,0347;237115,2028;191403,9457;952852,4666;2036396,822;125498,0674;68606,77844;35953,52346;59377,8612;39219,26875;652486,7419;4982,281978;5652,738721;18643,99549;732984,5798;6098580,145;5305020,738;714594,4987;392064,2022;94549,05648;9672,94209;12057,83317
54-501-059-02;5331,317614;1037714,095;423160,21;628384,6406;1617,951333;8790,805856;804713,2287;883127,8616;414881,0461;208013,174;746323,2997;1606707,457;71384,33786;40705,50547;32698,1297;37242,00402;28695,6405;439932,5039;3676,958464;2673,985959;10345,83645;499227,8546;4394252,36;3569952,659;535559,5886;336879,7593;35954,21148;2233,333333;14272,67955
54-501-059-01;9494,276097;761372,9421;1100394,373;832408,0508;4564,608547;14082,43261;805948,6134;1184097,76;372148,241;276161,3597;1419841,961;1441908,586;43970,81558;38200,11798;33387,56267;36278,04338;25172,57639;860110,5768;7300,470346;5270,951807;20638,29503;1062104,209;8747126,269;8547077,505;1211308,115;593753,8295;108333,5707;42900;16303,33036
54-504-019-01;4317,597188;505971,1997;754131,2764;636004,7788;1775,655407;8487,9556;375122,6186;699299,6928;225389,9018;246139,6875;944711,7066;761398,7289;35071,73395;17174,70141;19718,84978;29191,14669;16336,46264;640292,6256;3385,491718;3728,231433;18251,59255;809033,1435;9326898,612;7102212,21;991036,5758;487098,4451;73400,96871;45133,33333;8216,837655
54-101-005-01;9453,685661;794804,6266;823367,9257;409735,5688;402,9220183;2566,278845;102524,2576;634490,1027;60093,72164;124225,4501;718225,4191;933613,3199;75435,47664;8709,780564;18877,05781;32313,15626;23400,41559;453962,8751;1508,544431;3006,52269;12526,3203;733300,3015;5536590;4365074,14;553320,7232;325316,362;22944,85975;0;7433,483845
54-002-192-01;10749,83167;1647112,797;957543,7722;919777,4458;1055,757576;13536,12124;788686,9805;1155852,808;426897,22;229547,7069;1174680,278;2482234,054;133282,577;70757,56146;45388,38704;64084,19028;46534,68865;845428,1974;7503,040656;5114,638107;21601,44503;964970,4167;8860654,544;6968322,615;1090337,321;507080,0603;107628,9173;102344,8171;17923,59454
54-002-191-01;9485,391233;1035150,251;934279,768;1162027,246;5488,50973;22268,37576;511173,7789;933966,2268;208276,6345;334823,3453;1382842,449;1872761,656;85144,68754;85021,79674;37598,6334;61605,33481;32212,54775;1043543,632;10909,61623;11537,71285;32955,80562;1201391,896;11393064,16;11165369,49;1313328,843;628692,48;107350,1114;14391,36364;13055,86881
54-002-190-02;13196,75227;1890989,562;1072048,462;1166545,505;1090,240693;16451,41546;1405721,776;1960989,089;698468,8259;490114,548;1359775,759;2977958,033;132199,343;71851,44857;60189,00867;69741,90738;53634,16125;1041864,913;5981,367606;5837,99901;18658,71798;1153311,417;10992447,73;7415039,32;1231373,233;636939,3372;127490,7797;0;27037,15227
54-102-168-01;10807,29596;950255,201;1203257,085;651836,8626;3078,654939;11865,85806;83042,25325;756717,6512;64775,40479;247527,6577;1237525,989;1526095,1;89421,28519;64726,14925;26555,03142;53395,5168;31378,46295;1169345,276;5896,739398;7699,354313;26750,69297;1329922,298;9997818,662;8727278,514;1394743,181;656109,0987;108290,884;43528,125;9840,576418
54-102-191-01;12920,28119;1320105,793;1004628,266;1100489,551;482,6155889;16937,82503;826216,6586;1529663,991;419377,4844;483553,461;1882687,281;1888525,622;79573,89059;15923,31818;40165,67694;46002,63222;35744,33475;884585,5039;9426,070675;5758,674016;26026,78306;1164014,231;12288855,88;8585665,55;1162673,886;621968,0705;79495,60339;80298,15128;19103,89363
54-102-227-02;5293,157979;1610092,945;373284,5902;448990,1019;885,5376072;6022,132768;184680,8858;291034,7663;138810,8638;90334,32199;404980,0814;1815455,132;154989,8884;14836,95427;33074,47762;61284,15751;42960,46302;642369,6215;4001,914888;4449,557092;15359,05433;467576,6923;4120593,44;4685356,834;404173,5055;236565,3599;35819,3037;6700;8218,966247
54-102-202-01;3694,652481;429285,1749;925094,3896;627946,1832;446,6666667;13098,17244;124491,1703;818280,1059;60117,13554;238395,8913;1020460,472;606773,1924;35222,62604;13245,3981;15674,65295;27411,78522;14739,98334;560175,1174;5920,912259;6152,51514;28129,06358;963738,02;9292827,525;8020471,666;885585,2586;478379,3817;56757,84692;42900;7339,869524
